epoch,client,sample_size,mae,rmse,duration_s
1,train_16,462,118.79558377705507,154.53654229768838,20.877580404281616
1,train_10,160,62.18311101297879,91.52588001364482,22.84242534637451
1,train_26,64,81.14713126480554,126.83629874313891,22.990195989608765
1,train_2,6,81.0,85.01445318705782,23.67642092704773
1,train_18,79,125.81161534507581,162.54874893672832,23.735329151153564
1,train_1,344,33.014384428440664,47.47960315998002,23.799396991729736
1,train_23,243,39.393641547801494,50.57805775580556,23.896628856658936
1,train_13,347,82.80981825604442,112.76506540273384,24.142471075057983
1,train_15,297,41.18076206654643,57.250072510616846,24.618079900741577
1,train_6,526,70.909845279831,128.34330046784342,24.689440727233887
1,train_21,95,104.14210050946154,151.42867823532006,24.777865648269653
1,train_25,258,63.209033762379676,99.91426654430111,24.79890489578247
1,train_19,41,239.1563543085991,288.7996758756375,24.93529224395752
1,train_20,234,72.34598978659194,101.45224151885431,25.22699546813965
1,train_7,90,98.90438061132316,146.42651077615454,25.51025366783142
1,train_17,275,117.96519745224634,158.89414363126323,25.54427218437195
1,train_24,198,66.7017197631748,89.96817153436375,25.784712076187134
1,train_22,29,161.73337623255264,186.77215506061273,26.359672784805298
1,train_14,186,68.46532003601374,100.86668979785995,27.55022692680359
1,train_0,84,100.70495976118976,140.1552776544803,27.674551486968994
1,train_4,80,49.752190846032946,74.99130217525465,27.821731567382812
1,train_8,271,100.20310480620559,140.60987491003797,27.90143871307373
1,train_3,91,76.80657701678199,100.17344000829874,28.035200119018555
1,train_12,40,66.7118903857822,84.43995817428237,28.060481548309326
1,train_11,112,90.90256646991008,134.82533369949996,28.102884531021118
1,train_5,540,37.12267657119396,57.746035939185596,28.24130153656006
1,train_27,754,63.83863102547678,102.52828856321085,28.279919385910034
2,train_0,84,160.93649813182964,233.33647170986734,17.73501420021057
2,train_1,344,91.91393990422732,109.91317345668749,18.069876194000244
2,train_2,6,86.67021472581958,111.8114309433967,17.813877820968628
2,train_3,91,80.36509822022374,105.11875911213724,17.854328870773315
2,train_4,80,96.66725085601173,114.78830727128954,17.767838954925537
2,train_5,540,80.42108332861616,99.21915723094375,18.520800828933716
2,train_6,526,135.7488318990451,194.00898580416705,17.826448917388916
2,train_7,90,159.14516621903797,182.6392215356305,18.020799160003662
2,train_8,271,137.21407986798616,198.72062663539836,17.951497554779053
2,train_10,160,90.69986188397237,136.4786656727565,17.856335401535034
2,train_11,112,96.63814222778608,129.79144832782484,17.987630605697632
2,train_12,40,82.69455921555527,103.40520581135021,18.2590811252594
2,train_13,347,134.5529043524515,180.55295872845923,17.857898950576782
2,train_14,186,101.57242248184016,126.09410608627262,17.896538496017456
2,train_15,297,108.53212466520318,126.19221680570861,17.94222092628479
2,train_16,462,144.56370677960507,210.0013605854723,17.912718534469604
2,train_17,275,178.2181023378249,248.88506424503538,18.082364082336426
2,train_18,79,122.64265674227542,166.68814277078377,18.20341205596924
2,train_19,41,187.24048685408664,286.2541808202742,18.412225246429443
2,train_20,234,124.1012206765097,174.29981612148433,17.849785804748535
2,train_21,95,117.746026904159,162.31993203660716,17.89690375328064
2,train_22,29,150.93604670134636,173.2946822858105,18.186200618743896
2,train_23,243,74.31931007425503,92.1724611670485,17.860342979431152
2,train_24,198,103.12248114995243,138.7077244398697,17.832401514053345
2,train_25,258,96.32357008190806,133.87841116237527,18.000224113464355
2,train_26,64,152.40370058878295,237.79943483997977,18.021377325057983
2,train_27,754,96.3604165143746,137.4381746106856,17.87113881111145
