epoch,client,sample_size,mae,rmse,duration_s
1,train_18,69,102.03316666666666,147.403278669438,24.356553316116333
1,train_10,140,31.357916666666668,47.770286305924515,26.218399047851562
1,train_11,98,59.82357142857142,99.19396031561214,26.513685703277588
1,train_19,36,158.74124999999998,215.5920030404653,27.117639780044556
1,train_23,212,24.721141304347828,39.14847549297307,28.07630157470703
1,train_26,56,45.30920000000002,63.23715548411569,28.411183834075928
1,train_3,79,51.53742857142857,92.69851656233308,29.516988277435303
1,train_7,79,80.5504411764706,122.01356987875907,29.53017520904541
1,train_21,83,53.225555555555566,77.0683117345327,29.955770015716553
1,train_4,70,43.16032258064517,55.70159217623623,30.632293224334717
1,train_25,226,49.91762886597938,85.86449759605352,30.740221977233887
1,train_22,25,51.58500000000001,76.03252190674725,31.42516827583313
1,train_0,73,24.537343749999998,31.551945376335354,32.24420356750488
1,train_20,205,42.197215909090914,83.75142957904713,32.52510356903076
1,train_1,301,24.17007692307692,33.857827273649846,32.630154848098755
1,train_2,5,91.74666666666667,99.4033718408653,32.82598352432251
1,train_16,404,83.84284482758622,112.39263772762682,33.172550678253174
1,train_24,173,39.351933333333335,59.7914177927457,33.631338119506836
1,train_12,35,50.21166666666668,61.75432024023366,34.1378653049469
1,train_6,460,38.38353535353536,66.89831379893975,34.70663380622864
1,train_15,260,27.699419642857148,38.92072822405911,34.941625356674194
1,train_17,240,69.40350961538462,99.13055252782138,35.2297420501709
1,train_14,163,34.49699999999999,47.972940237179536,36.06829786300659
1,train_8,237,63.53367647058823,105.90930352794561,36.737988233566284
1,train_13,303,39.85812977099237,57.29287831427525,37.89815592765808
1,train_27,660,52.966236749116604,86.89176681783138,38.63401961326599
1,train_5,473,28.810049261083748,41.696851445203265,38.76359558105469
2,train_0,73,121.73229166666667,178.59162509796025,33.285205364227295
2,train_1,301,84.43021978021979,98.36716174722173,33.358317852020264
2,train_2,5,99.1031746031746,117.18837433536264,33.17143487930298
2,train_3,79,96.07768707482992,152.69716428673956,33.083378076553345
2,train_4,70,84.4599078341014,100.02101178564845,33.13988018035889
2,train_5,473,76.1278207834858,91.82737080010419,33.32450199127197
2,train_6,460,133.84624819624818,190.42945820093,33.58148455619812
2,train_7,79,151.7058823529412,186.53237152368618,33.20903420448303
2,train_8,237,145.75681605975726,222.55122662746516,33.20770883560181
2,train_10,140,77.78912698412698,116.56097123606634,32.95712947845459
2,train_11,98,93.32573696145126,129.36980616060202,33.78066349029541
2,train_12,35,85.69142857142857,102.16220967369463,33.63555693626404
2,train_13,303,123.48531443111595,168.6807455981227,34.08949041366577
2,train_14,163,100.84428571428572,126.63856744873615,33.410165548324585
2,train_15,260,115.43979591836735,131.5449574499109,33.215566873550415
2,train_16,404,132.24307608100713,191.76863209213735,33.74648594856262
2,train_17,240,157.6440934065934,220.33295314843411,33.15655326843262
2,train_18,69,121.9273015873016,158.14942547167828,34.70187449455261
2,train_19,36,214.90029761904762,332.19638153600084,33.75422811508179
2,train_20,205,123.51764069264071,184.9315035993065,33.20843768119812
2,train_21,83,96.46798941798943,124.21037034922958,33.16196155548096
2,train_22,25,128.8845238095238,151.22057603764765,33.399463415145874
2,train_23,212,69.50553830227744,84.07818087418808,33.43592953681946
2,train_24,173,92.21130158730158,123.29153146348797,33.457000970840454
2,train_25,226,95.40844378988709,133.21126103270427,33.24781823158264
2,train_26,56,212.0652063492064,291.32583304488213,32.91649532318115
2,train_27,660,97.97021706208984,138.2753076803136,36.58440637588501
