epoch,client,sample_size,mae,rmse,duration_s
1,train_2,8,59.23666666666666,66.92244790302678,22.862712144851685
1,train_8,272,151.0654404107387,197.7216716200972,23.50771450996399
1,train_24,190,35.718492051474776,53.08665441946335,23.554319858551025
1,train_23,236,37.118337413305184,66.98016875471716,23.573081016540527
1,train_13,348,73.14287606148996,112.88750325774241,23.951523303985596
1,train_12,43,115.2153138263252,128.2830266689282,23.967188835144043
1,train_1,355,37.346984184952774,56.44898474928008,24.34056258201599
1,train_6,532,56.782618628756104,91.57770600141775,24.52510142326355
1,train_10,155,78.02677654692059,107.88627177057867,25.6489155292511
1,train_18,84,150.10465906194642,173.62622412477387,25.902611255645752
1,train_20,240,120.97516574767742,157.6116748003214,25.9215407371521
1,train_7,88,134.6646677345322,172.302309326679,26.01203942298889
1,train_25,256,121.26931814562558,151.58328370850828,26.1595458984375
1,train_22,26,61.20881184291899,76.67056341899763,26.195165634155273
1,train_17,273,136.58270280797154,171.88089346639242,26.263580799102783
1,train_19,40,25.728856751581766,35.063654311930904,26.437270402908325
1,train_0,81,175.12448627037637,204.5566069077864,28.059643983840942
1,train_15,297,34.86852494515619,47.554377675397305,28.24181842803955
1,train_11,105,53.717084747748096,79.60655981180605,28.326880931854248
1,train_4,85,30.10034772319334,40.31739076448586,28.478357553482056
1,train_14,184,50.37777381436691,70.59713161097487,28.70429539680481
1,train_26,56,43.96105088147142,58.63332574281314,28.714537620544434
1,train_21,92,88.09034536613005,125.04162835914813,28.7324538230896
1,train_27,764,66.84619728425595,106.67651831245969,28.76269221305847
1,train_16,468,118.32852035189156,168.68061798678602,28.840830087661743
1,train_3,88,119.37039836489366,143.01323433548444,29.50906729698181
1,train_5,540,46.07146316579353,65.75313526537197,29.70016574859619
2,train_0,81,207.12639103966683,277.23517534415043,17.551780939102173
2,train_1,355,77.39108031998077,90.724672746406,17.556179761886597
2,train_2,8,153.02397992529146,160.31115927729292,17.505289316177368
2,train_3,88,129.00386054242398,180.87962292915986,17.603136777877808
2,train_4,85,73.72937045202698,85.3523333755405,17.631515979766846
2,train_5,540,71.93853429202487,86.40486310629173,17.619489192962646
2,train_6,532,107.54929973568727,156.9835400788569,17.75476050376892
2,train_7,88,116.62112872047345,161.4065810963822,17.55829405784607
2,train_8,272,185.7238057501294,285.2580564488319,17.640851497650146
2,train_10,155,101.11733193933004,135.44640245716542,17.58400559425354
2,train_11,105,84.24369884464802,109.71626014831489,17.612773895263672
2,train_12,43,100.69165348263427,110.20434790392308,17.973012447357178
2,train_13,348,129.4572448416753,175.87069458399387,17.937182903289795
2,train_14,184,84.70196182427799,115.1450555370701,17.602980375289917
2,train_15,297,77.31117508129124,89.65164954463285,17.657504320144653
2,train_16,468,124.80043109508748,178.80575121964443,17.528521060943604
2,train_17,273,186.51978362329217,252.0009199744093,17.6587917804718
2,train_18,84,107.79351211663064,151.18309409646588,17.77866840362549
2,train_19,40,210.984242376415,274.2145270680077,17.83903741836548
2,train_20,240,171.80092445955765,238.80132152010458,17.59839940071106
2,train_21,92,127.47847298305216,160.95963985304928,19.64182138442993
2,train_22,26,43.79619350934068,59.121803994405155,17.674640893936157
2,train_23,236,63.44007463750508,88.87813238337185,17.971044063568115
2,train_24,190,69.99445369415251,99.59679744563215,17.61095380783081
2,train_25,256,116.76319856788207,153.89003966564135,17.624735832214355
2,train_26,56,174.36948436790286,243.98694829168022,17.55631971359253
2,train_27,764,92.4211641873535,130.7711485105394,17.66016125679016
