experiment,round,rmse,mae,r2,eval_time_round,eval_time_round
retailer_region-cycling-ce-on-tf-0p1-le-10-eta-0p002-md-4-ss-0p6_2025-06-25,1,44.76570094277921,29.775819778442383,0.772689700126648,0.013
retailer_region-cycling-ce-on-tf-0p1-le-10-eta-0p002-md-4-ss-0p6_2025-06-25,2,85.05085513765705,62.01515579223633,0.8953604102134705,0.001
retailer_region-cycling-ce-on-tf-0p1-le-10-eta-0p002-md-4-ss-0p6_2025-06-25,3,48.831175531138,36.06494903564453,0.9471170902252197,0.001
retailer_region-cycling-ce-on-tf-0p1-le-10-eta-0p002-md-4-ss-0p8_2025-06-25,1,91.44068626384089,61.381248474121094,0.8790467381477356,0.001
retailer_region-cycling-ce-on-tf-0p1-le-10-eta-0p002-md-4-ss-0p8_2025-06-25,2,73.6814322203175,50.10529327392578,0.7652297019958496,0.001
retailer_region-cycling-ce-on-tf-0p1-le-10-eta-0p002-md-4-ss-0p8_2025-06-25,3,83.52975416385429,57.784976959228516,0.8452596664428711,0.001
retailer_region-cycling-ce-on-tf-0p1-le-10-eta-0p002-md-6-ss-0p6_2025-06-25,1,118.602313736886,59.60676956176758,0.7524776458740234,0.012
retailer_region-cycling-ce-on-tf-0p1-le-10-eta-0p002-md-6-ss-0p6_2025-06-25,2,70.90290780371726,51.75440979003906,0.6202223300933838,0.001
retailer_region-cycling-ce-on-tf-0p1-le-10-eta-0p002-md-6-ss-0p6_2025-06-25,3,115.02303434676001,71.87964630126953,0.6557259559631348,0.001
retailer_region-cycling-ce-on-tf-0p1-le-10-eta-0p002-md-6-ss-0p8_2025-06-25,1,44.76570094277921,29.775819778442383,0.772689700126648,0.002
retailer_region-cycling-ce-on-tf-0p1-le-10-eta-0p002-md-6-ss-0p8_2025-06-25,2,88.1745611564779,56.725486755371094,0.7953402400016785,0.001
retailer_region-cycling-ce-on-tf-0p1-le-10-eta-0p002-md-6-ss-0p8_2025-06-25,3,128.19034157016276,128.19033813476562,nan,0.001
retailer_region-cycling-ce-on-tf-0p1-le-10-eta-0p003-md-4-ss-0p6_2025-06-25,1,142.01744226993858,87.1607437133789,0.526286244392395,0.002
retailer_region-cycling-ce-on-tf-0p1-le-10-eta-0p003-md-4-ss-0p6_2025-06-25,2,87.36705416293098,51.73775100708008,0.7571273446083069,0.001
retailer_region-cycling-ce-on-tf-0p1-le-10-eta-0p003-md-4-ss-0p6_2025-06-25,3,43.23584210358895,32.88195037841797,0.9311660528182983,0.001
retailer_region-cycling-ce-on-tf-0p1-le-10-eta-0p003-md-4-ss-0p8_2025-06-25,1,52.36561337115102,38.39899826049805,0.9127479791641235,0.001
retailer_region-cycling-ce-on-tf-0p1-le-10-eta-0p003-md-4-ss-0p8_2025-06-25,2,33.93964607178503,25.5799560546875,0.9129806160926819,0.001
retailer_region-cycling-ce-on-tf-0p1-le-10-eta-0p003-md-4-ss-0p8_2025-06-25,3,35.63999982280649,27.500431060791016,0.9855992197990417,0.002
retailer_region-cycling-ce-on-tf-0p1-le-10-eta-0p003-md-6-ss-0p6_2025-06-25,1,49.53533543212687,32.429359436035156,0.9509689807891846,0.001
retailer_region-cycling-ce-on-tf-0p1-le-10-eta-0p003-md-6-ss-0p6_2025-06-25,2,69.5315248191934,48.89657211303711,0.930063784122467,0.001
retailer_region-cycling-ce-on-tf-0p1-le-10-eta-0p003-md-6-ss-0p6_2025-06-25,3,54.7788267771821,35.17319869995117,0.8459650874137878,0.002
retailer_region-cycling-ce-on-tf-0p1-le-10-eta-0p003-md-6-ss-0p8_2025-06-25,1,38.81802337287197,29.717227935791016,0.9282364249229431,0.001
retailer_region-cycling-ce-on-tf-0p1-le-10-eta-0p003-md-6-ss-0p8_2025-06-25,2,28.047744658371606,23.008930206298828,0.9107672572135925,0.001
retailer_region-cycling-ce-on-tf-0p1-le-10-eta-0p003-md-6-ss-0p8_2025-06-25,3,120.19416472876114,85.61038970947266,0.6840605735778809,0.001
retailer_region-cycling-ce-on-tf-0p1-le-10-eta-0p004-md-4-ss-0p6_2025-06-25,1,54.15073630568054,31.811803817749023,0.8920248746871948,0.001
retailer_region-cycling-ce-on-tf-0p1-le-10-eta-0p004-md-4-ss-0p6_2025-06-25,2,40.17720970583143,29.821725845336914,0.9816991686820984,0.002
retailer_region-cycling-ce-on-tf-0p1-le-10-eta-0p004-md-4-ss-0p6_2025-06-25,3,96.97269414500427,51.553985595703125,0.8120944499969482,0.001
retailer_region-cycling-ce-on-tf-0p1-le-10-eta-0p004-md-4-ss-0p8_2025-06-25,1,52.36561337115102,38.39899826049805,0.9127479791641235,0.001
retailer_region-cycling-ce-on-tf-0p1-le-10-eta-0p004-md-4-ss-0p8_2025-06-25,2,123.73375595340684,80.85676574707031,0.6651784181594849,0.001
retailer_region-cycling-ce-on-tf-0p1-le-10-eta-0p004-md-4-ss-0p8_2025-06-25,3,93.42254976349021,65.5261001586914,0.8464211225509644,0.001
retailer_region-cycling-ce-on-tf-0p1-le-10-eta-0p004-md-6-ss-0p6_2025-06-25,1,35.545951224260406,35.54595184326172,nan,0.001
