experiment,round,rmse,mae,r2,eval_time_round,eval_time_round
retailer_region-bagging-ce-on-tf-0p1-le-10-eta-0p002-md-4-ss-0p6_2025-06-25,1,830.1348535027306,683.0333862304688,-14.013860702514648,0.015
retailer_region-bagging-ce-on-tf-0p1-le-10-eta-0p002-md-4-ss-0p6_2025-06-25,2,4256.749933928466,3776.361083984375,-393.77655029296875,0.023
retailer_region-bagging-ce-on-tf-0p1-le-10-eta-0p002-md-4-ss-0p6_2025-06-25,3,26233.594340082338,23926.03515625,-14992.7646484375,0.041
retailer_region-bagging-ce-on-tf-0p1-le-10-eta-0p002-md-4-ss-0p8_2025-06-25,1,751.9913978896301,623.0833129882812,-11.320287704467773,0.025
retailer_region-bagging-ce-on-tf-0p1-le-10-eta-0p002-md-4-ss-0p8_2025-06-25,2,3834.5422151803205,3273.84521484375,-319.3481140136719,0.024
retailer_region-bagging-ce-on-tf-0p1-le-10-eta-0p002-md-4-ss-0p8_2025-06-25,3,23683.75916107914,20475.181640625,-12219.7080078125,0.033
retailer_region-bagging-ce-on-tf-0p1-le-10-eta-0p002-md-6-ss-0p6_2025-06-25,1,780.151908284534,646.2393188476562,-12.260303497314453,0.015
retailer_region-bagging-ce-on-tf-0p1-le-10-eta-0p002-md-6-ss-0p6_2025-06-25,2,3886.219113740243,3297.93994140625,-328.0407409667969,0.021
retailer_region-bagging-ce-on-tf-0p1-le-10-eta-0p002-md-6-ss-0p6_2025-06-25,3,23284.51365178152,19696.978515625,-11811.1630859375,0.030
retailer_region-bagging-ce-on-tf-0p1-le-10-eta-0p002-md-6-ss-0p8_2025-06-25,1,788.7613707579752,658.5270385742188,-12.554590225219727,0.015
retailer_region-bagging-ce-on-tf-0p1-le-10-eta-0p002-md-6-ss-0p8_2025-06-25,2,3989.5987266891893,3292.671875,-345.77960205078125,0.020
retailer_region-bagging-ce-on-tf-0p1-le-10-eta-0p002-md-6-ss-0p8_2025-06-25,3,24928.309369068735,20364.666015625,-13537.818359375,0.028
retailer_region-bagging-ce-on-tf-0p1-le-10-eta-0p003-md-4-ss-0p6_2025-06-25,1,780.733109007169,654.2183837890625,-12.280067443847656,0.014
retailer_region-bagging-ce-on-tf-0p1-le-10-eta-0p003-md-4-ss-0p6_2025-06-25,2,4067.705987408628,3383.9609375,-359.4908142089844,0.020
retailer_region-bagging-ce-on-tf-0p1-le-10-eta-0p003-md-4-ss-0p6_2025-06-25,3,25686.15128819419,21342.255859375,-14373.513671875,0.024
retailer_region-bagging-ce-on-tf-0p1-le-10-eta-0p003-md-4-ss-0p8_2025-06-25,1,801.6605032680604,659.53857421875,-13.001548767089844,0.014
retailer_region-bagging-ce-on-tf-0p1-le-10-eta-0p003-md-4-ss-0p8_2025-06-25,2,4133.628430326074,3540.80517578125,-371.2699279785156,0.019
retailer_region-bagging-ce-on-tf-0p1-le-10-eta-0p003-md-4-ss-0p8_2025-06-25,3,25568.153941964603,22257.732421875,-14241.75,0.025
retailer_region-bagging-ce-on-tf-0p1-le-10-eta-0p003-md-6-ss-0p6_2025-06-25,1,762.0143945490794,639.06884765625,-11.650900840759277,0.015
retailer_region-bagging-ce-on-tf-0p1-le-10-eta-0p003-md-6-ss-0p6_2025-06-25,2,3945.589563043779,3223.03271484375,-338.171142578125,0.020
retailer_region-bagging-ce-on-tf-0p1-le-10-eta-0p003-md-6-ss-0p6_2025-06-25,3,24922.93144876822,20113.091796875,-13531.9765625,0.026
retailer_region-bagging-ce-on-tf-0p1-le-10-eta-0p003-md-6-ss-0p8_2025-06-25,1,742.921681605807,620.1693725585938,-11.024890899658203,0.014
retailer_region-bagging-ce-on-tf-0p1-le-10-eta-0p003-md-6-ss-0p8_2025-06-25,2,3874.498161052603,3155.086181640625,-326.0589294433594,0.022
