epoch,client,sample_size,mae,rmse,duration_s
1,train_4,85,29.58209113361388,40.29610646127633,30.449033975601196
1,train_5,540,44.85168155045753,60.356046349272575,38.180118799209595
1,train_10,155,86.41025783475781,126.52782486319636,45.378201484680176
1,train_3,88,129.9675686053077,148.67193519403338,47.198604345321655
1,train_12,43,139.4709834710744,149.47010598688493,45.45876145362854
1,train_2,8,76.80666666666666,84.71714623774025,57.471364974975586
1,train_23,236,41.30689702380951,67.64060940684845,50.2054922580719
1,train_15,297,37.35659998556998,49.116530561189634,57.395200967788696
1,train_21,92,88.26396376811594,120.95418863046798,51.23869848251343
1,train_18,84,157.2706746031746,193.54683823843922,62.621129274368286
1,train_11,105,65.0320029394474,93.25110028831887,69.65116119384766
1,train_27,764,66.04170355107856,108.66487055561093,57.57849144935608
1,train_17,273,142.40610407386498,186.5258754458949,73.9799211025238
1,train_13,348,58.86092291297463,98.39709194322883,79.05035543441772
1,train_26,56,96.3161111111111,113.66203058564392,66.06728053092957
1,train_8,272,157.05206524276377,213.10741613663828,81.72573804855347
1,train_14,184,52.672695035461004,72.85092786861742,79.86997842788696
1,train_24,190,37.69736458333333,55.50666005106505,71.90013098716736
1,train_1,355,35.571895471569626,48.60979275822313,86.99309277534485
1,train_20,240,138.03580217278173,182.07917454220905,73.45845985412598
1,train_22,26,63.901785714285715,82.77384462778255,73.46948051452637
1,train_25,256,136.03163296703298,180.29997268320082,73.23246741294861
1,train_7,88,129.88935606060605,182.3275672587145,87.93631148338318
1,train_6,532,47.36350981620718,80.17606040703345,89.5114529132843
1,train_19,40,27.03413095238099,30.208994239943642,85.26747941970825
1,train_16,468,119.03294589361258,180.2908298305292,91.64459252357483
1,train_0,81,187.02697619047618,217.2256793021102,106.22313356399536
2,train_0,81,202.24477633477636,251.25442424891267,78.00087976455688
2,train_1,355,89.53200558407656,100.4357424447732,40.436808347702026
2,train_2,8,133.06843434343432,138.60362304860308,42.80128049850464
2,train_3,88,133.03105323420542,169.69101967850935,44.640990257263184
2,train_4,85,98.34145490758091,106.31646217947251,51.35220503807068
2,train_5,540,79.4262838725061,91.14676906384035,55.65302276611328
2,train_6,532,107.33573008141703,157.534847595109,48.6233766078949
2,train_7,88,116.62608028335302,152.49717323108075,40.4432327747345
2,train_8,272,172.7713871140743,263.54088218221943,40.45545530319214
2,train_10,155,101.38946795628615,132.40576405424372,40.825093269348145
2,train_11,105,85.00774297812178,111.37324895139142,46.6438353061676
2,train_12,43,109.88797979797981,113.88190609657558,41.38701844215393
2,train_13,348,120.02556715953267,159.86175158806958,44.48782682418823
2,train_14,184,95.66234302931116,123.87550400034004,40.949357748031616
2,train_15,297,85.62826873429603,95.07569785682502,36.61971044540405
2,train_16,468,126.08437721930149,181.53028032953497,33.35255169868469
2,train_17,273,183.8340772461326,239.31406319746614,34.86129641532898
2,train_18,84,120.57427728116042,154.81887356731724,35.25054955482483
2,train_19,40,185.68233075258075,263.8020755688592,35.22737526893616
2,train_20,240,167.61597563349054,233.3205628015613,34.679832220077515
2,train_21,92,140.65117386236952,167.56390567509123,36.62359166145325
2,train_22,26,60.112040776683656,66.84637566185323,38.910311698913574
2,train_23,236,75.87201870351872,94.59460743070767,40.33292889595032
2,train_24,190,88.97048479929163,113.14007153041318,38.68944478034973
2,train_25,256,120.07040495363222,147.07284941279678,40.39189076423645
2,train_26,56,169.5831123321123,249.76601544527912,37.33644104003906
2,train_27,764,97.42784177010385,130.2311242865495,38.02179527282715
