epoch,client,sample_size,mae,rmse,duration_s
1,train_19,35,39.98076984126985,49.88974260698631,22.486500024795532
1,train_12,37,141.1366442577031,181.6013345424443,22.866202116012573
1,train_22,23,52.168499999999995,65.44078357807538,26.914398908615112
1,train_18,73,141.00137822420635,175.61041745686055,27.264373779296875
1,train_6,465,43.94135123638476,66.20001726519136,27.458565950393677
1,train_7,77,147.4943513292263,193.22429301162958,27.89986300468445
1,train_8,237,143.5957855688825,195.54006629874317,28.002230644226074
1,train_1,310,33.242832795605864,50.287899147429535,28.501347303390503
1,train_26,49,47.22585227272727,58.29533510440316,28.532647371292114
1,train_20,210,106.2053879575801,143.74137173934537,28.65671157836914
1,train_4,74,37.70812842712844,53.76941150834472,29.19377040863037
1,train_25,224,111.75319447159474,148.2235461616879,29.184080362319946
1,train_0,71,162.43840393998798,200.98313365476903,29.872783422470093
1,train_2,7,62.27,63.6775183051287,30.029679775238037
1,train_27,669,58.617889115416766,96.71338291802131,30.209733486175537
1,train_17,239,134.51510519962324,187.09737874795334,30.333911657333374
1,train_23,207,34.455198418167974,54.821817038834254,30.420254230499268
1,train_21,80,91.84890102040816,126.0557987221533,30.533524990081787
1,train_5,472,44.620061469452274,63.696405103613905,30.89494824409485
1,train_24,166,36.18145443657423,54.21840694545534,31.306397438049316
1,train_15,260,32.770645046721064,42.83311344025872,31.579392433166504
1,train_3,77,123.33730243571787,168.66832937863293,32.7246572971344
1,train_14,161,51.336093709663345,71.84360460508164,32.93428421020508
1,train_11,92,47.194834920634925,67.7934046862385,33.085649728775024
1,train_10,135,82.00036154046958,113.48101999678916,33.24648118019104
1,train_13,304,66.83964929001465,118.09404503498885,33.79655838012695
1,train_16,409,101.71857113126215,155.6377749689372,33.83597660064697
2,train_0,71,179.5915520569751,259.7569907178183,31.840900421142578
2,train_1,310,91.18408084826302,104.80631448142645,31.754847764968872
2,train_2,7,127.92396060982668,136.79281097072118,31.6344096660614
2,train_3,77,142.8430120043146,205.78467321403386,31.550344467163086
2,train_4,74,81.6008522452328,90.30134765971894,31.8600435256958
2,train_5,472,78.84690133707997,91.74386958296907,32.04777503013611
2,train_6,465,127.89906995880511,188.60904165956532,32.10405135154724
2,train_7,77,129.40876084695478,177.69131678548916,31.755318880081177
2,train_8,237,183.6040510636798,284.0263371634291,31.877173900604248
2,train_10,135,93.70744838256235,122.76139698786595,31.881131887435913
2,train_11,92,80.92567209415338,99.01669634873687,31.7354154586792
2,train_12,37,136.47007123123063,164.87067390167599,32.31777787208557
2,train_13,304,141.1184441203305,188.2001016343713,31.926202297210693
2,train_14,161,92.11722797912907,120.00868733756914,31.831446886062622
2,train_15,260,95.92094842398197,113.20879176076849,31.84698486328125
2,train_16,409,121.4244752416434,174.62145400649493,31.976285696029663
2,train_17,239,186.39053802212104,265.1373112633811,31.926678895950317
2,train_18,73,118.55892772896541,161.36153504739846,31.847196340560913
2,train_19,35,178.61666316688812,264.0604957585928,32.31935954093933
2,train_20,210,170.428388769791,235.70191628972105,31.740640878677368
2,train_21,80,132.5368213401843,164.84336529886787,31.621379613876343
2,train_22,23,43.69911901103632,53.0518424616757,31.86059594154358
2,train_23,207,68.38714189468915,85.69026867277778,31.742867946624756
2,train_24,166,84.13028583843177,110.08932984963393,32.112736225128174
2,train_25,224,120.81642770551967,157.00129968609596,34.412912368774414
2,train_26,49,196.04993623583422,255.2476201298002,32.44004273414612
2,train_27,669,97.58747941888616,139.25026896603447,34.587273836135864
