epoch,client,sample_size,mae,rmse,duration_s
1,train_20,240,39.169456284153,55.910782252439375,28.749083995819092
1,train_1,355,14.305074906367041,20.337924370412757,29.5474956035614
1,train_23,236,16.952255555555556,34.507606255078834,30.05191159248352
1,train_11,105,33.23617283950618,63.23244213107765,32.17462778091431
1,train_27,764,18.586893856721982,28.37544881373285,33.542876958847046
1,train_26,56,59.504000000000005,73.28988434065556,36.52161240577698
1,train_17,273,26.65084057971014,34.9439637598023,37.04406142234802
1,train_19,40,11.815999999999997,14.267131456603313,42.0291268825531
1,train_2,8,27.833333333333343,33.54912517488348,42.142475605010986
1,train_21,92,39.43260869565218,53.667207500200384,43.0175678730011
1,train_15,297,12.892614814814817,17.389579463154075,45.05832600593567
1,train_7,88,41.39772727272728,59.41577434410067,47.17783164978027
1,train_22,26,20.917142857142853,24.23183089598119,48.21770191192627
1,train_18,84,44.50666666666667,54.51164785970932,49.942506551742554
1,train_12,43,32.372727272727275,36.40131466157382,50.234774351119995
1,train_25,256,23.374487179487183,29.624413399652394,50.62582874298096
1,train_14,184,21.087174940898343,31.994783245426966,50.711215019226074
1,train_8,272,36.07907843137255,48.4315399994565,51.3651556968689
1,train_24,190,17.802083333333332,27.122134391642803,51.44966149330139
1,train_4,85,13.962727272727273,18.82303521075851,52.526716470718384
1,train_16,468,25.545190883190887,43.5631283587099,52.48658800125122
1,train_0,81,33.33761904761904,44.366720850741466,52.59184217453003
1,train_10,155,24.761538461538457,35.59865619762806,52.59278726577759
1,train_13,348,15.630032019704437,23.218742109223193,52.598894119262695
1,train_3,88,39.67717391304348,54.52863963292493,53.20617318153381
1,train_6,532,17.418878192505073,31.0742682830877,56.451730251312256
1,train_5,540,13.142040009887234,18.264077566179484,56.737656593322754
2,train_0,81,90.58874458874459,116.38205224944693,32.91131639480591
2,train_1,355,38.290582226762005,42.47989158133506,36.4265022277832
2,train_2,8,72.56666666666666,73.29759616321523,33.08626914024353
2,train_3,88,55.77984189723321,77.92773431239279,32.86823534965515
2,train_4,85,38.92024793388429,43.25192321455863,33.02300572395325
2,train_5,540,35.98017301441544,41.97181339617355,33.08800792694092
2,train_6,532,58.39232301533053,98.76951631378257,32.18159818649292
2,train_7,88,47.53898071625344,68.87179375839422,32.46245098114014
2,train_8,272,90.69910873440286,139.81521188042274,32.76855540275574
2,train_10,155,45.009790209790204,55.94056649956662,33.26133704185486
2,train_11,105,43.21739618406285,64.42046862247827,33.271796464920044
2,train_12,43,50.375206611570235,54.08697075738289,32.67763090133667
2,train_13,348,55.073097974822105,79.47240431645174,33.37010169029236
2,train_14,184,47.28012572533849,65.56303419226747,32.6252555847168
2,train_15,297,41.715080808080806,47.887277033583295,32.243536710739136
2,train_16,468,52.72512469012468,85.04325520613611,34.37343716621399
2,train_17,273,84.13812660769183,117.67399568841552,32.13909578323364
2,train_18,84,44.72402597402598,67.48877115196076,31.716147661209106
2,train_19,40,128.18272727272725,185.87835213759678,31.823091983795166
2,train_20,240,82.95566318926976,126.16244591606969,32.376075744628906
2,train_21,92,63.82641633728591,81.71720777048057,31.701623678207397
2,train_22,26,29.15584415584416,36.299456024493594,32.02976870536804
2,train_23,236,35.41883838383839,48.161939824496294,32.411449670791626
2,train_24,190,42.40416666666667,61.90288364957024,31.764480590820312
2,train_25,256,48.45169696969697,61.08345214299868,31.914496898651123
2,train_26,56,106.16969696969696,165.93937666290276,32.61477518081665
2,train_27,764,44.52793171501268,66.37134538665525,32.34135174751282
