epoch,client,sample_size,mae,rmse,duration_s
1,train_12,40,66.7118903857822,84.43995817428237,21.278013944625854
1,train_6,526,75.46645017980858,130.4309242954763,21.389259576797485
1,train_3,91,76.80657701678199,100.17344000829874,21.443294286727905
1,train_11,112,90.90256646991008,134.82533369949996,21.452935934066772
1,train_17,275,117.82689459243673,158.74175294566422,23.27042055130005
1,train_16,462,121.72677202074375,157.55104785059027,23.396132230758667
1,train_18,79,125.81161534507581,162.54874893672832,23.713547468185425
1,train_21,95,104.14210050946154,151.42867823532006,23.855837106704712
1,train_8,271,101.19737766899586,141.52656441209197,24.1808602809906
1,train_13,347,83.96258779560276,114.35453245201484,24.235809803009033
1,train_10,160,62.18297713672863,91.52655914354774,24.304286003112793
1,train_0,84,100.70495976118976,140.1552776544803,24.757699489593506
1,train_27,754,65.64613581613986,103.94582798443427,24.89896869659424
1,train_25,258,63.69043176675553,100.14069796158023,24.936376333236694
1,train_23,243,39.47607960917173,50.72436994363325,25.25030207633972
1,train_22,29,161.73337623255264,186.77215506061273,25.265488624572754
1,train_5,540,38.215393884301335,58.56535793027324,25.76575469970703
1,train_26,64,81.14713126480554,126.83629874313891,25.84590172767639
1,train_20,234,72.54371074649947,101.51877692983632,25.863447666168213
1,train_24,198,66.7017197631748,89.96817153436375,25.927514791488647
1,train_19,41,239.1563543085991,288.7996758756375,26.061424016952515
1,train_4,80,49.752190846032946,74.99130217525465,27.085808277130127
1,train_2,6,81.0,85.01445318705782,27.434542894363403
1,train_7,90,98.90438061132316,146.42651077615454,27.480122327804565
1,train_15,297,41.62019959171752,57.87371813053305,27.555679321289062
1,train_14,186,68.46532003601374,100.86668979785995,27.771018743515015
1,train_1,344,33.49358616186114,48.05473026942724,27.94967555999756
2,train_0,84,161.50724645536786,236.2002559092982,17.870570182800293
2,train_1,344,101.60529519427962,121.10337536260712,17.8665828704834
2,train_2,6,109.0106599147328,128.1370385125507,17.896451473236084
2,train_3,91,78.66902787637541,104.3912806086676,17.825222730636597
2,train_4,80,101.32017610313603,119.2976514950975,17.81944966316223
2,train_5,540,83.13001069670227,103.28230668186696,17.952221632003784
2,train_6,526,138.70338342148574,194.75017814714994,17.790820837020874
2,train_7,90,163.8263863981724,185.2184436546664,17.90707278251648
2,train_8,271,138.89864482635016,199.33286491174522,17.779422998428345
2,train_10,160,87.23792952095098,128.9969159887218,18.014472007751465
2,train_11,112,96.2171937332508,127.19766628352555,18.39873957633972
2,train_12,40,83.74249086913183,108.4461384263326,18.208476066589355
2,train_13,347,136.29362387574963,177.60519249243606,17.791505813598633
2,train_14,186,100.77762011094784,123.06791152944639,18.082422733306885
2,train_15,297,117.54145369101842,136.62407005053794,17.789075136184692
2,train_16,462,145.8644973499235,206.93440533149632,17.946446418762207
2,train_17,275,178.9688024529734,249.2594260057725,17.844951391220093
2,train_18,79,127.18427556111278,168.9817138186164,17.871337175369263
2,train_19,41,180.03282261298972,275.00141311071127,18.602840423583984
2,train_20,234,126.10818340480984,173.34501207011277,17.92673349380493
2,train_21,95,120.6810282171939,163.71146393936726,18.04899287223816
2,train_22,29,147.60334181635903,170.3627951134111,18.11414670944214
2,train_23,243,80.37459909990092,99.06504592796932,17.920917749404907
2,train_24,198,101.16574971246608,135.93014572054292,17.740951776504517
2,train_25,258,102.49751958353339,139.03651767038204,17.87311315536499
2,train_26,64,151.75392324657247,230.3288197139055,17.774303674697876
2,train_27,754,98.98022594735616,139.44194459964777,17.85419797897339
