epoch,client,sample_size,mae,rmse,duration_s
1,train_8,237,79.04016302512136,116.97659557386424,21.57147192955017
1,train_19,36,163.8639810888125,225.6414481947018,21.696549892425537
1,train_25,226,54.88735172923495,89.92747785279191,21.745619773864746
1,train_22,25,46.35395833333336,70.57007870789425,21.99680805206299
1,train_20,205,50.75908031972056,90.05835845409938,22.850118160247803
1,train_27,660,64.89866948413045,96.5053666426434,23.27465009689331
1,train_3,79,55.40285872971403,95.66211797354781,23.48491859436035
1,train_10,140,36.82894159817089,53.58641782333641,23.639318227767944
1,train_0,73,27.132834225674184,34.89748083065341,23.775141954421997
1,train_6,460,51.248864901012915,78.88113794155544,24.472407341003418
1,train_18,69,101.79761484184607,143.17657459152363,24.61679458618164
1,train_21,83,57.12954544178519,80.68187194405814,24.65310263633728
1,train_14,163,38.56528077372863,53.73906513627822,25.1418194770813
1,train_17,240,80.87864850881763,112.04719628901717,25.236841440200806
1,train_24,173,43.39410263971725,62.764890880412445,25.22632622718811
1,train_26,56,45.503488252858304,60.37865641172468,25.293498277664185
1,train_12,35,52.22950508021391,65.4552213095483,25.4261634349823
1,train_23,212,31.82795646980791,44.023305015337094,25.5589439868927
1,train_15,260,30.752024626562623,42.87975508601275,25.894623279571533
1,train_13,303,59.33402475639398,83.41703049589326,26.881412982940674
1,train_4,70,41.96265582830621,55.23295186100407,27.204941272735596
1,train_11,98,64.85037897291033,102.15287583969852,27.344025373458862
1,train_7,79,85.90859005733257,127.9045799450802,27.48055148124695
1,train_2,5,98.90666666666665,104.90672460174642,27.981839656829834
1,train_1,301,29.914314725468262,41.13454870981296,28.164783000946045
1,train_5,473,35.30119223303153,53.27819267512903,28.195010900497437
1,train_16,404,102.20411509596532,134.205679760859,28.272319316864014
2,train_0,73,106.17606186610479,157.92585572853437,17.7143714427948
2,train_1,301,82.90919762796482,96.86302443774021,17.851216077804565
2,train_2,5,93.29077642793855,110.74999389600833,17.72942018508911
2,train_3,79,92.01968455751306,145.1861755741654,17.73468041419983
2,train_4,70,77.5675276320181,93.96553805056516,17.79188060760498
2,train_5,473,73.94182960886633,90.59563580982812,17.865838766098022
2,train_6,460,123.92276224527188,174.16614970937096,17.80765724182129
2,train_7,79,148.4489013575365,178.08013135786373,17.84479546546936
2,train_8,237,134.25833332746467,206.9115647851155,17.785176992416382
2,train_10,140,77.75050911482414,110.67128288833068,17.841060161590576
2,train_11,98,94.07414017749552,133.15632057465425,17.75558567047119
2,train_12,35,87.55782174044198,98.07833002881934,18.186338186264038
2,train_13,303,117.10631496241878,158.34756773107614,17.78655767440796
2,train_14,163,93.99981564315516,117.46511713280381,17.877359867095947
2,train_15,260,107.63757431705366,123.53549790373594,17.944771766662598
2,train_16,404,126.03269594753904,179.675205455661,17.986815929412842
2,train_17,240,149.00760900978432,207.65182137341873,17.79842209815979
2,train_18,69,123.170927215471,153.89514391357844,17.810152530670166
2,train_19,36,195.37152400177703,300.5284039932973,18.01893186569214
2,train_20,205,115.3853316715842,167.48836669478152,18.265060424804688
2,train_21,83,89.90736405893261,120.06819887658796,17.886251211166382
2,train_22,25,115.25082425848774,137.5380602151881,18.083884477615356
2,train_23,212,66.66965197271257,82.56013765356329,18.228111028671265
2,train_24,173,85.43034429496684,116.30560461060917,17.820883750915527
2,train_25,226,93.13307069956493,129.6251753177434,17.787521839141846
2,train_26,56,192.03452328357665,265.6218030669055,17.82865047454834
2,train_27,660,94.14859811845226,131.09699280511762,18.77383303642273
