epoch,client,sample_size,mae,rmse,duration_s
1,train_17,275,97.31939130434783,132.78664239159622,28.61328911781311
1,train_27,754,61.33571246522436,95.8589561704413,31.745829343795776
1,train_11,112,60.503928571428574,79.92414102045228,33.59674644470215
1,train_14,186,46.21406028368794,65.95298124782357,34.30346417427063
1,train_8,271,90.70709334415584,116.30877644949021,35.29907250404358
1,train_3,91,40.778260869565216,50.74979588735993,41.20647573471069
1,train_0,84,93.92714285714287,108.15907145540423,41.50796627998352
1,train_6,526,60.06192275923525,94.93848162399516,45.489742279052734
1,train_21,95,69.79625,106.85350421254326,50.90916657447815
1,train_26,64,97.72470588235291,106.42617852679379,51.01523470878601
1,train_10,160,43.7335,61.028925437041735,52.242355823516846
1,train_12,40,84.488,95.40130984425738,52.35887384414673
1,train_2,6,92.415,106.65128902174601,52.45001006126404
1,train_7,90,107.12608695652175,137.12749507063793,52.53722429275513
1,train_15,297,36.13672444444445,53.229736517380886,55.73661422729492
1,train_18,79,138.5735,157.63115160081776,55.77235245704651
1,train_1,344,23.71321291735085,31.162124023815988,56.41450023651123
1,train_13,347,43.80182147418354,60.01578203619849,56.565075635910034
1,train_23,243,30.431913739266196,41.51514304782278,56.60428023338318
1,train_16,462,109.07924583234546,138.16306156426242,57.02018404006958
1,train_4,80,35.83619047619048,46.2774265654845,57.7030565738678
1,train_19,41,135.5218181818182,178.37733880737204,58.2711877822876
1,train_22,29,76.89375000000001,100.71450212109475,58.46818470954895
1,train_24,198,55.59773333333332,70.7735339508272,60.46841073036194
1,train_20,234,51.17932203389831,67.50256514690705,60.91712045669556
1,train_25,258,59.98094871794872,87.78257769983863,61.382513761520386
1,train_5,540,34.55380591467356,51.12914135388449,61.73134803771973
2,train_0,84,146.0227417027417,191.20924384086067,32.09544086456299
2,train_1,344,85.9002300433805,94.77397418040414,32.48078203201294
2,train_2,6,85.60454545454544,96.04963614353666,31.716151475906372
2,train_3,91,70.23336297760211,87.30380976940111,32.826494216918945
2,train_4,80,85.42965367965368,98.27008172390427,31.94105339050293
2,train_5,540,83.23340588611478,94.44426108515873,32.01541829109192
2,train_6,526,121.25111099826222,173.5336802623402,32.26903438568115
2,train_7,90,133.66061264822133,158.00612999158278,32.16404581069946
2,train_8,271,126.41381114429244,182.51878622047775,32.43125295639038
2,train_10,160,89.56340909090909,120.49923024513235,31.999418020248413
2,train_11,112,97.5728354978355,119.85623192530628,32.730347871780396
2,train_12,40,93.96909090909091,106.43397161644202,32.43492126464844
2,train_13,347,113.42728267900681,153.4027894701537,32.3165979385376
2,train_14,186,91.65882656350742,112.50676254154706,32.05367159843445
2,train_15,297,98.33567272727274,110.23160103422714,32.316553831100464
2,train_16,462,136.74706633056945,194.59035784128056,32.56140422821045
2,train_17,275,152.59753862738054,211.454864952001,32.25207304954529
2,train_18,79,130.31882034632036,158.00217058243044,32.182432651519775
2,train_19,41,160.28471074380164,258.5341314640211,32.366472482681274
2,train_20,234,111.87368900873138,154.01492104838314,31.770087242126465
2,train_21,95,108.94962121212122,142.59135695827118,32.279752254486084
2,train_22,29,141.8625,159.08381714712272,32.420440435409546
2,train_23,243,71.36547441629409,84.94190248883278,32.179967641830444
2,train_24,198,90.12006060606062,116.58725666744452,32.06311631202698
2,train_25,258,90.6348041958042,121.34315210247392,32.042102336883545
2,train_26,64,149.50623885918003,225.54513151503036,32.38918352127075
2,train_27,754,95.81163865804797,132.68162852533314,33.75919485092163
