epoch,client,sample_size,mae,rmse,duration_s
1,train_3,91,40.778260869565216,50.74979588735993,23.800148248672485
1,train_27,754,61.33571246522436,95.8589561704413,27.548777103424072
1,train_1,344,23.71321291735085,31.162124023815988,28.54143261909485
1,train_13,347,43.80182147418354,60.01578203619849,36.22699522972107
1,train_17,275,97.31939130434783,132.78664239159622,37.94496130943298
1,train_14,186,46.21406028368794,65.95298124782357,38.45798206329346
1,train_0,84,93.92714285714287,108.15907145540423,40.87523126602173
1,train_23,243,30.431913739266196,41.51514304782278,41.37079215049744
1,train_18,79,138.5735,157.63115160081776,55.65554213523865
1,train_2,6,92.415,106.65128902174601,56.69720435142517
1,train_26,64,97.72470588235291,106.42617852679379,56.988858222961426
1,train_7,90,107.12608695652175,137.12749507063793,58.16323280334473
1,train_22,29,76.89375000000001,100.71450212109475,58.93579721450806
1,train_25,258,59.98094871794872,87.78257769983863,61.04448914527893
1,train_15,297,36.13672444444445,53.229736517380886,61.60411024093628
1,train_10,160,43.7335,61.028925437041735,61.75722599029541
1,train_12,40,84.488,95.40130984425738,62.12013006210327
1,train_4,80,35.83619047619048,46.2774265654845,62.261000871658325
1,train_5,540,34.55380591467356,51.12914135388449,62.30830717086792
1,train_24,198,55.59773333333332,70.7735339508272,63.260355710983276
1,train_6,526,60.06192275923525,94.93848162399516,63.344186305999756
1,train_11,112,60.503928571428574,79.92414102045228,63.37158250808716
1,train_8,271,90.70709334415584,116.30877644949021,63.477705240249634
1,train_19,41,135.5218181818182,178.37733880737204,64.19232225418091
1,train_21,95,69.79625,106.85350421254326,64.2232940196991
1,train_16,462,109.07924583234546,138.16306156426242,66.44945240020752
1,train_20,234,51.17932203389831,67.50256514690705,66.44729948043823
2,train_0,84,141.364491857349,193.0627452560125,31.778895616531372
2,train_1,344,82.46200493515542,94.08306846967959,32.163846254348755
2,train_2,6,88.56818181818181,101.78086917775124,31.650896310806274
2,train_3,91,66.96282702804442,85.48120926604527,32.05000853538513
2,train_4,80,88.05238095238094,102.11449078681312,32.55948305130005
2,train_5,540,74.75195754817078,88.84344706357979,32.6334388256073
2,train_6,526,118.53282773270621,171.9067158303772,32.03188228607178
2,train_7,90,133.87210615471486,161.23768971267882,31.634140968322754
2,train_8,271,127.538359145311,181.7680666685605,32.05109524726868
2,train_10,160,80.37550216450215,115.7866439819834,31.835421323776245
2,train_11,112,83.16012677798393,107.40335997569204,32.18337297439575
2,train_12,40,83.05051515151516,98.26010414209162,32.37030482292175
2,train_13,347,116.16164228491816,154.28689292165635,32.350971698760986
2,train_14,186,89.07385787970892,111.48611483317558,32.30369973182678
2,train_15,297,94.07266233766235,106.71552043472249,34.8022735118866
2,train_16,462,138.02291645745407,194.46475711437176,33.715078592300415
2,train_17,275,152.5444267633991,212.7770332401009,33.05994486808777
2,train_18,79,125.54775974025975,152.7328561963224,33.276514768600464
2,train_19,41,157.88822314049588,256.7494231229121,33.34528613090515
2,train_20,234,110.28025680534155,153.74858071335194,33.937299966812134
2,train_21,95,106.49242424242425,143.38871377104476,43.958128452301025
2,train_22,29,137.01022727272726,151.09179455626108,33.29489231109619
2,train_23,243,64.72002235469449,78.83064734044679,39.48796200752258
2,train_24,198,90.20323376623377,116.85281306098798,32.95555543899536
2,train_25,258,88.08100915750916,120.47458079422039,32.93836569786072
2,train_26,64,142.2119429590018,225.30091363499184,32.70841860771179
2,train_27,754,91.26044023806168,128.6513750187059,33.62217569351196
