epoch,client,sample_size,mae,rmse,duration_s
1,train_14,163,64.70670441972365,91.49645055552655,22.920514583587646
1,train_8,237,116.61126110568432,160.31566573111567,23.344717741012573
1,train_15,260,44.17595017778162,73.2583898517522,23.345590829849243
1,train_3,79,119.41070141263656,168.1715216384037,23.55665111541748
1,train_6,460,66.70606285344576,115.3258642672048,23.66843008995056
1,train_27,660,70.0048007507148,104.37438875568466,23.805578470230103
1,train_18,69,135.76627846650274,162.8927431460498,24.31794834136963
1,train_26,56,152.24015947888688,215.2328073549419,24.712337970733643
1,train_10,140,54.39558807054236,79.72432942471734,24.91569948196411
1,train_25,226,69.87524958107387,116.13192808553003,24.995418071746826
1,train_16,404,114.06418326188243,149.76746491617678,25.306272506713867
1,train_20,205,86.42733414665548,129.35544595816324,25.320032835006714
1,train_13,303,86.88455174859142,122.7233122316567,25.58682942390442
1,train_21,83,97.8520912195447,146.01789758885624,25.615726470947266
1,train_1,301,37.95119605423452,55.66089367074243,25.746631145477295
1,train_7,79,149.42876708995686,194.4913239828921,25.7669734954834
1,train_22,25,183.4196666666667,204.42281344637965,26.528541564941406
1,train_19,36,227.63234502090924,267.8851237632716,26.71348547935486
1,train_24,173,64.19974669481438,87.58953194783535,26.839962482452393
1,train_17,240,114.89638609180983,152.54773196460405,26.890584230422974
1,train_23,212,41.01844739834448,59.99662366642469,26.970827102661133
1,train_2,5,103.20133333333335,108.00642951232116,27.60047483444214
1,train_0,73,107.6230419030773,140.9059582417338,27.62597918510437
1,train_4,70,61.28861871537038,99.8003951809015,28.23169708251953
1,train_5,473,39.86323405008711,62.77696411229724,28.493441343307495
1,train_11,98,113.16716620169304,172.47722422424647,28.710019826889038
1,train_12,35,88.82193614326648,103.86063962587934,29.150136709213257
2,train_0,73,130.05739518470753,198.8609114092164,17.751044988632202
2,train_1,301,83.54067785499741,100.33973709709936,17.718016147613525
2,train_2,5,88.25098109860579,106.29484569687143,17.745404720306396
2,train_3,79,115.66020731359262,178.9691881542538,18.305835247039795
2,train_4,70,93.05521284851234,112.10442325060487,17.823277950286865
2,train_5,473,77.11329164996084,94.97258563315071,17.841845989227295
2,train_6,460,127.50388831526648,185.11441562047682,17.886975288391113
2,train_7,79,165.46334447425434,207.79174557882254,17.76599407196045
2,train_8,237,145.5334518611621,225.545550935267,18.016024351119995
2,train_10,140,79.50312981884919,119.54034231668228,17.82649540901184
2,train_11,98,108.88471380585891,159.04705015238554,17.68416690826416
2,train_12,35,86.37733573778499,105.85179360161459,17.95615792274475
2,train_13,303,128.13479791120736,172.9448142191506,17.613990545272827
2,train_14,163,101.14352184429585,128.78061428470647,17.680065631866455
2,train_15,260,101.52134676478757,120.53509562303607,17.622043132781982
2,train_16,404,132.0568195880501,195.07991884700743,17.848804473876953
2,train_17,240,159.23526090716607,228.23116240139174,17.64099359512329
2,train_18,69,135.13456290348793,174.11948284792632,17.677103757858276
2,train_19,36,211.06653396649938,329.03872034860194,18.245627403259277
2,train_20,205,123.09206945924056,189.09838285088952,17.7028865814209
2,train_21,83,112.39434268458079,151.06970381421488,17.859216690063477
2,train_22,25,147.83954156741424,168.17377633114134,18.074429988861084
2,train_23,212,68.67116756818795,86.56384323365354,17.917022705078125
2,train_24,173,97.64273626458106,135.0069589726976,17.88619613647461
2,train_25,226,98.30799218475049,143.0835384889096,17.844388961791992
2,train_26,56,229.0502558298402,321.2731080315725,17.826908588409424
2,train_27,660,98.33909164716177,139.14496299620563,17.851745128631592
